program_tour,url,description,price,region
ทัวร์ยุโรป 4 ประเทศ บินตรงอัมสเตอร์ดัม ลูเซิร์น ปารีส นั่งกระเช้าสู่ยอดเขาจุงเฟรา หอไอเฟล ล่องเรือหลังคากระจก,https://www.mushroomtravel.com/tour/outbound/netherlands/mush262476-netherlands-8d6n-by-tg,"เที่ยว:เนเธอร์แลนด์-เบลเยี่ยม-ฝรั่งเศส-สวิตเซอร์แลนด์-อัมสเตอร์ดัม-จัตุรัสดัมสแควร์-ย่านโคมแดง-ล่องเรือหลังคากระจก-บรัสเซลส์-อะโตเมี่ยม-แกรนด์เพลส-มาเนเก้นพิส-ปารีส-พิพิธภัณฑ์ลุฟวร์-ถนนชองป์เอลิเซ่-ประตูชัยนโปเลียน-หอไอเฟล-ดิจอง-โลซานน์-เบิร์น-บ่อหมีสีน้ำตาล-หอนาฬิกาดาราศาสตร์-อินเทอร์ลาเก้น-ยอดเขาจุงเฟรา-ถ้ำน้ำแข็ง-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ซุก-หอนาฬิกาเมืองซุก-ซูริคช้อป:La Vallee Village Outlet-ร้านค้าปลอดภาษี-แกลเลอรี่ ลาฟาแยตต์-ร้านทำทอง Lohriกิน:เมนูหอยแมลงภู่อบไวน์ขาว-ฟองดู ราคา123,800บาท",123800,Europe
ทัวร์เดนมาร์ก โคเปนเฮเกน หมู่เกาะแฟโร เกาะมีชินเนส น้ำตกมูลาฟ็อตสวาร์ หมู่บ้านซักซุน น้ำตกฟอสซา ราคารวมวีซ่า+ค่าทิปแล้ว,https://www.mushroomtravel.com/tour/outbound/denmark/mush262499-denmark-8d5n-by-qr,"พิเศษ:ราคารวมวีซ่า+ค่าทิปแล้ว-บินภายใน 1 ขาเที่ยว:โคเปนเฮเกน-เกาะแฟโร-ธอร์สฮาวน์-โบสถ์เวสตูร์ชีชยัน-อาสนวิหารทอร์สเฮาน์-ป้อมปราการและประภาคารเก่าแก่-ถนนเลียบท่าเรือ-หมู่บ้านซักซุน-จุดชมวิวนอร์ดาดาลสการ์ด-น้ำตกฟอสซา-จุดชมวิว Risin og Kellingin-หมู่บ้านชาวประมง-จุดชมวิวฟุนนิงเกอร์-สแลต ตา รา-ทิน ดูร์-เกาะมีชินเนส-นั่งเรือเฟอร์รี่-น้ำตกมูลาฟ็อตสวาร์-จุดชมวิวหินนิ้วแม่มด-ปราสาทโรเซนบอร์ก-ศาลาว่าการ-รูปปั้นนางเงือกน้อย-น้ำพุเกฟิออน-พระราชวังอามาเลียนบอร์ก-ล่องเรือชมเมืองโคเปนเฮเกนช้อป:ถนนสตรอยก์ ราคา190,499บาท",190499,Europe
ทัวร์ยุโรป 5 ประเทศ บินตรงอัมสเตอร์ดัม เพลินไลน์ นั่งกระเช้าคาบริโอ พระราชวังเวิร์ทซ์บวร์คเรสซิเดนซ์ ปราสาทนอยชวานสไตน์,https://www.mushroomtravel.com/tour/outbound/belgium/mush262522-netherlands-8d6n-by-tg,"พิเศษ:เข้าชมพระราชวังเวิร์ทซ์บวร์คเรสซิเดนซ์-เข้าชมมหาวิหารเอาค์สบวร์ค-เข้าชมโบสถ์วิสเคียร์เชอ-เข้าชมปราสาทนอยชวานสไตน์เที่ยว:เนเธอร์แลนด์-เบลเยี่ยม-ลักเซมเบิร์ก-เยอรมัน-สวิตเซอร์แลนด์-อัมสเตอร์ดัม-จัตุรัสดัมสแควร์-ย่านโคมแดง-ล่องเรือหลังคากระจก-บรัสเซลส์-จัตุรัสแกรนด์เพลส-มาเนเก้นพิส-ลักเซมเบิร์ก-ย่านเมืองเก่าลักเซมเบิร์ก-แฟรงค์เฟิร์ต-จัตุรัสโรเมอร์-เวิร์ทซ์บวร์ค-สะพานเก่าอัลเทอไมน์-โรเทนบวร์ค ออบ เดอร์ เทาเบอร์-เพลินไลน์-ดิงเคิลส์บูล-เนิร์ดลิงเงิน-เอาคส์บวร์ค-โฮเฮนชวานเกา-ฟุสเซ่น-ยอดเขาสแตนเซอร์ฮอร์น-กระเช้าคาบริโอ-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ซุก-ซูริคช้อป:ถนนซายล์-ร้านทำทอง Lohriกิน:เมนูหอยแมลงภู่อบไวน์ขาว-ขาหมูเยอรมัน ราคา113,800บาท",113800,Europe
ทัวร์ไอซ์แลนด์ ภูเขาโบสถ์คีร์กจูเฟล น้ำตกเซลยาลันด์ฟอสส์ บลูลากูน ธารน้ำแข็งสวีนาเฟลล์สโจกุล ล่องเรือชมปลาวาฬ ตามล่าแสงเหนือ,https://www.mushroomtravel.com/tour/outbound/iceland/mush262625-iceland-9d7n-by-ay,"พิเศษ:ตามล่าแสงเหนือ 1 คืน-ราคารวมวีซ่าเที่ยว:ซิตี้ทัวร์-จุดชมวิว Sun Voyager-อาคารฮาร์ปา-ทะเลสาบทยอร์นิน-โบสถ์ฮัลล์กรีมสคิร์คยา-คาบมหาสมุทรสไนล์แฟลส์เนสส์-หมู่บ้านบูดิร์-หมู่บ้านอาร์นาร์สตาปิ-โบสถ์อิงจาลด์ชอลล์-ภูเขาโบสถ์คีร์กจูเฟล-ชายฝั่งตอนใต้-น้ำตกเซลยาลันด์ฟอสส์-น้ำตกสโกกาฟอสส์-ซากเครื่องบิน-แหลมดีร์โฮเลย์-หาดทรายดำเรย์นิสฟยาร่า-ธารน้ำแข็งสวีนาเฟลล์สโจกุล-ทะเลสาบธารน้ำแข็งโจกุลซาลอน-หาดไดมอนด์-ถ้ำน้ำแข็ง-น้ำพุร้อนกีเซอร์-น้ำตกกุลล์ฟอสส์-อุทยานแห่งชาติธิงเวลลีร์-ล่องเรือชมปลาวาฬ-บลูลากูน ราคา198,800บาท",198800,Europe
ทัวร์ลิทัวเนีย ลัตเวีย เอสโตเนีย ปราสาททราไก พระราชวังรุนดาเล่ พาร์นู พระราชวังแคทเดอริค โบสถ์อเล็กซานเดอร์เนฟสกี้ ,https://www.mushroomtravel.com/tour/outbound/estonia/mush220125-lithuania-latvia-estonia-8d5n-by-tk,"เที่ยว:วิลนิอุส-โบสถ์เซนต์ปีเตอร์ แอนด์ พอล-โบสถ์รัสเซี่ยนออโธดอกซ์-ทราไก-ปราสาททราไก-พิพิธภัณฑ์ KGB-โชว์เล่ย์-เนินไม้กางเขน-บอสก้า-พระราชวังรุนดาเล่-ซิกุลด้า-ปราสาทซิกุลด้า-ปราสาททูไรด้า-ริก้า-โบสถ์เซนส์ปีเตอร์-อนุสาวรีย์อิสรภาพ-โบสถ์เซนต์จาคอบ-พาร์นู-บ้านไม้-ศาลาว่าการเมือง-ทาลลินน์-พระราชวังแคทเดอริค-จัตุรัสเมืองเก่าของทาลลินน์-โบสถ์อเล็กซานเดอร์เนฟสกี้-โบสถ์ ST.Mary Churchช้อป:แอคโครโปลิสพัก:4 ดาว#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา104,900บาท",104900,Europe
ทัวร์ยุโรปตะวันออก ฮัลสตัท บูดาเปสต์ พระราชวังเชินบรุนน์ ปราสาทครุมลอฟ ปราสาทแห่งปราก ล่องเรือแม่น้ำดานูบ,https://www.mushroomtravel.com/tour/outbound/austria/mush241665-germany-9d6n-by-ek,"เที่ยว:เยอรมัน-ออสเตรีย-เช็ก-สโลวาเกีย-ฮังการี-มิวนิก-Marienplatz-Salzburg-สวนมิราเบลล์-ฮัลสตัท-เชสกี้ ครุมลอฟ-ปราสาทครุมลอฟ-Ceske Budejovic-คาร์โลวี วารี-ปราก-สะพานชาร์ล-Powder Gate-ปราสาทแห่งปราก-St.Vitus Cathedral-พระราชวังหลวง-บราติสลาวา-Bratislava Castle-บูดาเปสต์-CASTLE HILL-โบสถ์แมทเธียส-ล่องเรือแม่น้ำดานูบ-เวียนนา-Ringstrasse-พระราชวังเชินบรุนน์ช้อป:Getreidegasse-Mc Arthur Glen Designer Outlet in Parndorf-Karntnerstrabeกิน:ปลาจากทะเลสาบฮัลสตัท-เป็ดโบฮิเมียน-เป็ดปักกิ่ง-ซุปกูลาซ-ซี่โครงหมูและหมูทอดเวียนนา ราคา102,900บาท",102900,Europe
ทัวร์สกอตแลนด์ อังกฤษ เวลส์ ลอนดอน ซาลส์บัวรี่ เสาหินสโตนเฮ้นจ์ ปราสาทเอดินเบิร์ก Old Trafford Stadium,https://www.mushroomtravel.com/tour/outbound/europe/mush241722-scotland-9d6n-by-ek-,"เที่ยว:กลาสโกว์-มหาวิหารแห่งเมืองกลาสโกว์-จัตุรัสจอร์จ-เอดินบะระ-ปราสาทเอดินเบิร์ก-นิวคาสเซิล-ยอร์ก-มหาวิหารยอร์ก-แมนเชสเตอร์-สนามโอลด์ แทรฟฟอร์ด-สแตรทฟอร์ด-บ้านเชคสเปียร์-คาร์ดิฟฟ์-บาธ-พิพิธภัณฑ์น้ำแร่ร้อนโรมัน-ซาลส์บัวรี่-เสาหินสโตนเฮ้นจ์-ลอนดอน-มหาวิหารเวสต์มินสเตอร์-หอนาฬิกาบิ๊กเบน-สะพานหอคอย-พิพิธภัณฑ์บริติชช้อป:Buchanan Street-Manchester Piccadilly-Bicester Village Outlet-ย่านไนซ์บริดจ์-ถนนอ๊อกฟอร์ดกิน:Fish and Chips-เป็ดย่างโฟร์ซีซั่น ราคา113,800บาท",113800,Europe
ทัวร์โรมาเนีย บัลแกเรีย ชมเทศกาลดอกกุหลาบ ปราสาทแดร็กคูล่า ปราสาทเพเลส วิหารอเล็กซานเดอร์เนฟสกี,https://www.mushroomtravel.com/tour/outbound/romania/mush245354-romania-9d6n-by-qr,"เที่ยว:โคเซีย-วิหารโคเซีย-ซีบิว-โบสถ์ซีบิว-จัตุรัสฮูเอท-สะพานโกหก-บราน-ปราสาทบราน-บราซอฟ-โบสถ์ดำ-เมาท์เทมป้า-ซินายา-ปราสาทเพเลส-บูคาเรสต์-อาคารรัฐสภาโรมาเนีย-ไกเออร์จู-เวลิโกทาร์โนโว-ป้อมปราการซารีเวทส์-ถนนกูร์โก้-คาซานลัค-หุบเขาแห่งดอกกุหลาบ-โบสถ์ชิฟก้า-พลอฟดิฟ-ย่านเมืองเก่า-โรงละครโรมัน-เทศกาลดอกกุหลาบ-โซเฟีย-มหาวิหารอเล็กซานเดอร์ เนฟสกีช้อป:Romania Glass Street-Mall of Sofia ราคา110,900บาท",110900,Europe
ทัวร์ยุโรป 4 ประเทศ ลูเซิร์น อินส์บรูค เกาะเวนิส ยอดเขาทิตลิส ทะเลสาบมิสุริน่า ทะเลสาบเบรียส ปราสาทนอยชวานสไตน์,https://www.mushroomtravel.com/tour/outbound/austria/mush260713-italy-8d5n-by-ek-,"เที่ยว:อิตาลี-ออสเตรีย-เยอรมัน-สวิตเซอร์แลนด์-เกาะเวนิส-จัตุรัสซานมาร์โค-หมู่บ้านซานตาแมดดาเลนา-บริกเซน-โบลซาโน-ทะเลสาบเบรียส-ทะเลสาบมิสุริน่า-อินส์บรูค-หลังคาทองคำ-หมู่บ้านโอเบอร์อัมเมอร์เกา-สำนักสงฆ์แห่งเมืองเอททัล-ปราสาทนอยชวานสไตน์-ปราสาทวาดุซ-หมู่บ้านแองเกิลเบิร์ก-ยอดเขาทิตลิส-ถ้ำน้ำแข็ง-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-หอนาฬิกาเมืองซุก-ทะเลสาบโคโม-มหาวิหารโคโม-มหาวิหารแห่งเมืองมิลาน-รูปปั้นมาดอนนินาช้อป:ร้าน Huber-แกลเลอเรีย วิตโตริโอ เอ็มมานูเอลกิน:เมนูสปาร์เก๊ตตี้หมึกดำ-ขาหมูเยอรมัน ราคา96,800บาท",96800,Europe
ทัวร์ยุโรป 4 ประเทศ บินตรงเวียนนา ดูบรอฟนิค อุทยานพริตวิเซ่ โบสถ์พระแม่มารี พระราชวังดิโอคลีเธี่ยน รวมวีซ่า+ค่าทิปแล้ว,https://www.mushroomtravel.com/tour/outbound/austria/mush252507-austria-9d7n-by-os,"พิเศษ:ราคารวมวีซ่า+ค่าทิปแล้วเที่ยว:ออสเตรีย-สโลวีเนีย-โครเอเชีย-บอสเนียและเฮอเซโกวีน่า-เมลค์-อาสนวิหารสเตฟาน-กราซ-เขาชลอสเบิร์ก-ย่านเมืองเก่า-ปราสาทเบลด-โบสถ์พระแม่มารี-ลูบลิยานา-ปราสาทลุบลิยานา-สะพานมังกร-ซาเกรบ-มหาวิหารเซนต์สตีเฟน-จัตุรัส TRG BAN JELACIC SQUARE-อนุสาวรีย์ BAN JOSIP JELACIC-อุทยานแห่งชาติพริตวิเซ่-ล่องเรือข้ามทะเลสาบ JEZERO KOZJAK-ซาดาร์-โบสถ์อนาสตาเชีย-มหาวิหารเซนต์ลอเรนซ์-ย่าน PEOPLE SQUARE-พระราชวังดิโอคลีเธี่ยน-เมืองโมสตาร์-สตอน-ฟาร์มหอยนางรม-ดูบรอฟนิค-น้ำพุ ONOFRIO-หอนาฬิกาโบราณ-พระราชวังเรคเตอร์-สปอนซา พาเลสช้อป:ถนนคาร์ทเนอร์-ตลาด DOLAC MARKET-Fashion Outlet Parndorfกิน:เมนูซี่โครงหมูอบสไตล์พัก:พักดูบรอฟนิค 2 คืน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา149,999บาท",149999,Europe
ทัวร์สแกนดิเนเวีย บินตรงโคเปนเฮเกน รูปปั้นเงือกน้อย ล่องเรือชมซองฟยอร์ด นั่งรถไฟสายโรแมนติกฟลัมส์บาน่า พักบนเรือสำราญ DFDS 1 คืน ,https://www.mushroomtravel.com/tour/outbound/denmark/mush252972-denmark-8d5n-by-tg,"เที่ยว:เดนมาร์ค-นอร์เวย์-สวีเดน-รูปปั้นเงือกน้อย-น้ำพุแห่งราชินีเกฟิออน-จัตุรัสซิตี้ฮอลล์-ล่องเรือสำราญ DFDS-อุทยานฟรอกเนอร์-เกียร์โล-ฟลัม-ล่องเรือชมซองฟยอร์ด-กุดวานเก้น-นั่งรถไฟสายโรแมนติกฟลัม ไมดรัล-น้ำตกจอสฟอสเซ่น-ออสโลโอเปราเฮ้าส์-ลานกระโดดสกี โฮเมนโคเล่น-โบสถ์คาร์ลสตัด-ศาลาว่าการกรุงสต็อกโฮล์มช้อป:ถนนสตรอยก์-ถนนคาร์ล โยฮันส์ เกทกิน:เมนูสแกนดิเนเวียนบุฟเฟ่ต์พัก:พักบนเรือสำราญ DFDS 1 คืน ราคา122,800บาท",122800,Europe
ทัวร์สแกนดิเนเวีย สต็อกโฮล์ม เบอร์เก้น โคเปนเฮเกน ล่องเรือชมฟยอร์ด นั่งรถไฟสายโรแมนติกฟลัมสบาน่า พักบนเรือสำราญ DFDS 1 คืน,https://www.mushroomtravel.com/tour/outbound/denmark/mush253438-sweden-10d7n-by-ek-,"เที่ยว:สวีเดน-ศาลาว่าการกรุงสต็อกโฮล์ม-เมืองเก่ากัมลาสตัน-ปราสาทโอเรโบร-โบสถ์คาร์ลสตัด-อนุสาวรีย์สันติภาพแห่งคาร์ลสตัด-นอร์เวย์-ออสโล-เกียร์โล-วอส-สะพานแขวนฮาร์ดเดนเจอร์-เบอร์เก้น-ท่าเรือเบอร์เก้น-ตลาดปลา-กุดวานเก้น-ล่องเรือชมฟยอร์ด-ฟลัม-นั่งรถไฟสายโรแมนติกฟลัม ไมดรัล-อุทยานฟรอกเนอร์-ศาลาว่าการเมืองออสโล-ลงเรือสำราญ DFDS-เดนมาร์ก-โคเปนเฮเกน-รูปปั้นนางเงือกน้อย-น้ำพุแห่งราชินีเกฟิออน-พระราชวังอมาเลียนบอร์ก-จัตุรัสซิตี้ฮอลล์-ปราสาทโรเซนบอร์กช้อป:ถนนคาร์ล โยฮันส์ เกท-ย่านถนนสตรอยก์กิน:เมนูสแกนดิเนเวียนบุฟเฟ่ต์พัก:พักบนเรือสำราญ DFDS 1 คืน ราคา136,800บาท",136800,Europe
ทัวร์สวิตเซอร์แลนด์ เยอรมัน ทิทิเซ่ เซอร์แมท พิชิต 4 ยอดเขาริกิ เขาจุงเฟรา เขาเอกกิสฮอร์น เขากรอนเนอร์แกรต หมู่บ้านมูร์เรน,https://www.mushroomtravel.com/tour/outbound/germany/mush254184-switzerland-8d5n-by-ek-,"เที่ยว:สไตน์ อัม ไรน์-ทิทิเซ่-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ล่องเรือทะเลสาบลูเซิร์น-นั่งรถไฟไต่เขาริกิ-ซูริค-โบสถ์ฟรอมุนสเตอร์-จัตุรัสปาราเดพลาทซ์-หอนาฬิกาเมืองซุก-ยอดเขาชิลธอร์น-หมู่บ้านมูร์เรน-เลาเทอร์บรุนเน่น-เบิร์น-กรินเดอวาลด์-ขึ้นกระเช้าลอยฟ้า Eiger Express-ยอดเขาจุงเฟรา-ธารน้ำแข็งยักษ์-ถ้ำน้ำแข็ง-อัลไพน์ เซนเซชัน-บ่อหมีสีน้ำตาล-ถนนจุงเคอร์นกาสเซ-ถนนแครมกัซเซอ-หอนาฬิกาดาราศาสตร์-ปราสาทชิลยอง-ยอดเขาเอกกิสฮอร์น-มหาธารน้ำแข็งยักษ์-นั่งรถไฟเข้าสู่เซอร์แมท-รถไฟฟันเฟืองสู่ยอดเขากรอนเนอร์แกรต-โลซานน์-น้ำพุเจทโดกิน:เมนูขาหมูเยอรมัน ราคา119,800บาท",119800,Europe
ทัวร์แกรนด์อิตาลี มิลาน เซอร์มิโอเน่ เขาโดโลไมท์ ทะเลสาบมิซูริน่า มหาวิหารดูโอโมแห่งมิลาน หมู่บ้านวัลดิฟุนส์ รวมค่าวีซ่าแล่ว,https://www.mushroomtravel.com/tour/outbound/italy/mush254516-italy-8d5n-by-qr,"พิเศษ:รวมค่าวีซ่าแล่วเที่ยว:เซอร์มิโอเน่-The Scallger Of Sirmione-คอร์ติน่า ดอมปาสโซ-ทะเลสาบมิซูริน่า-ทะเลสาบเบรียซ-หมู่บ้านวัล ดิ ฟุนส์-โบสถ์ซานตา แมดดาลีน่า-หมู่บ้าน Val di Funes-โบสถ์เซนต์จอห์น-โบลซาโน-ออร์ติเซ่-จุดชมวิวแอล์ป เดอ ซูสซิ-เวโรน่า-บ้านของจูเลียต-มิลาน-พิพิธภัณฑ์ของมหาวิหารดูโอโมแห่งมิลาน-ปราสาทสฟอร์เซสโก้-โคโม่-ทะเลสาบโคโม่ช้อป:Galleria Vittorio Emanuele II-เซอร์ราวาเล เอ้าท์เล็ท#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา111,900บาท",111900,Europe
ทัวร์ฝรั่งเศส สวิส อิตาลี ปารีส ลูเซิร์น มิลาน ยอดเขาจุงเฟรา สะพานไม้ชาเปล หอไอเฟล นั่งรถรางวิหารสเกรเกอร์,https://www.mushroomtravel.com/tour/outbound/france/mush255172-france-8d5n-by-ek--,"เที่ยว:ปารีส-ย่านมงมาร์ต-นั่งรถราง-วิหารสเกรเกอร์-ล่องเรือแม่น้ำแซน-จัตุรัสคองคอร์ด-ประตูชัยนโปเลียน-หอไอเฟล-มหาวิหารนอเทรอดาม-พิพิธภัณฑ์ลูฟท์-พระราชวังฟงแตนโบล-ดิจอง-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-หอนาฬิกาเมืองซุก-กรินเดอวาลด์-ยอดเขาจุงเฟรา-ถ้ำน้ำแข็ง-อินเทอร์ลาเก้น-มิลาน-มหาวิหารดูโอโมช้อป:แกลเลอรี่ ลาฟาแยตต์-ร้านค้าปลอดภาษี-ลา ซามาริแตง-La Vallee Village Outlet-Serravalle Outlet-แกลเลอเรียวิทโทริโอเอ็มมานูเอลกิน:เมนูหอยเอสคาร์โก ราคา93,800บาท",93800,Europe
ทัวร์สเปน บาร์เซโลนา มาดริด บาเลนเซีย มหาวิหารซากราดาแฟมิเลีย มอนต์เซอร์รัต พระราชวังหลวงแห่งมาดริด,https://www.mushroomtravel.com/tour/outbound/spain/mush260379-spain-8d5n-by-e9,"พิเศษ:โชว์ระบำฟลามิงโก้เที่ยว:ซาลามังก้า-สะพานโรมันโบราณ-มหาวิทยาลัยซาลามังกา-พลาซามายอร์-วิหารเก่าซาลามังกา-เซโกเบีย-สะพานส่งน้ำโบราณ-มหาวิหารแห่งเมืองเซโกเวีย-อาวิลา-พลาซ่า เดอ ซานตา เทเรซา-มาดริด-ซาราโกซ่า-มหาวิหารซานตา มาเรีย เดอร์ฟิลลาร์-บาร์เซโลนา-จัสตุรัสคาตาลุนญ่า-คาซา มิลา-มหาวิหารซากราดา แฟมิเลีย-มอนต์เซอร์รัต-มหาวิหารซานตามาเรีย เดอ มอนต์เซอร์รัต-สนามฟุตบอลคัมป์นู-บาเลนเซีย-หอคอยตอร์เรส เด เซอรานอซ-โทเลโด-มหาวิหารแห่งโทเลโด-พระราชวังหลวงแห่งมาดริด-ย่านปูเอต้าเดลซอล-อนุสาวรีย์หมีกับต้นมาโดรนาช้อป:เซ็นทรัล มาร์เก็ต-พลาซ่า มายอร์-Las RozasVillageกิน:ข้าวผัดสเปน-หมูหัน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา95,900บาท",95900,Europe
ทัวร์อิตาลี เวโรน่า เกาะเวนิส นั่งกระเช้าสู่ยอดแอลป์ดิซุสเซ่ อุทยานโดโลไมท์ จุดชมวิวคาร์ดินี่ดิมิสุริน่า ล่องเรือทะเลสาบโคโม่,https://www.mushroomtravel.com/tour/outbound/italy/mush260741-italy-8d5n-by-ek-,"พิเศษ:เที่ยวอุทยานโดโลไมท์จัดเต็ม 3 วันเที่ยว:เกาะเวนิส-จัตุรัสซานมาร์โค-เวโรน่า-โรงละครโรมันกลางแจ้ง-บ้านเลขที่ 23 ของจูเลียต-ออร์ทิเซ่-อุทยานแห่งชาติโดโลไมท์-ทะเลสาบคาเรซซา-จุดชมวิว คาร์ดินี่ ดิ มิสุริน่า-ทะเลสาบมิสุริน่า-หมู่บ้านคอร์ตีนาดัมเปซโซ-ทะเลสาบเบรียส-จุดชมวิวกีสเลอร์ แอล์ม-หมู่บ้านซานตา แมดดาเลนา-ซีร์มิโอเน่-มหาวิหารแห่งเมืองมิลาน-ล่องเรือทะเลสาบโคโม่-หมู่บ้านเบลลาจิโอ้-มหาวิหารโคโมช้อป:แกลเลอเรีย วิตโตริโอ เอ็มมานูเอลกิน:เมนูสปาเก็ตตี้หมึกดำ ราคา103,800บาท",103800,Europe
ทัวร์แกรนด์อิตาลี มิลาน เกาะเวนิส เทือกเขาโดโลไมท์ หมู่บ้านชิงเกว แตร์เร ทะเลสาบมิสุริน่า โคลอสเซี่ยม หอเอนปิซ่า ,https://www.mushroomtravel.com/tour/outbound/italy/mush261110-italy-8d5n-by-ek-,"เที่ยว:มหาวิหารแห่งเมืองมิลาน-ออร์ทิเซ่-อุทยานเทือกเขาโดโลไมท์-นั่งกระเช้า แอลป์ ดิ ซุสเซ่-ทะเลสาบเบรียส-ทะเลสาบมิสุริน่า-โบลซาโน-เกาะเวนิส-จัตุรัสซานมาร์โค-แคว้นทัสคานี-มหาวิหารซานตา มาเรีย เดล ฟิโอเร-จัตุรัสเดลลาซิญญอเรีย-หอเอนปิซ่า-หมู่บ้านชิงเกว แตร์เร-หมู่บ้านริโอแมกจิโอเร่-หมู่บ้านมานาโรล่า-หมู่บ้านแวร์นาซซา-รัฐวาติกัน-มหาวิหารเซนต์ปีเตอร์-โคลอสเซี่ยม-น้ำพุเทรวี่ช้อป:แกลเลอรี วิคเตอร์ เอ็มมานูเอล-Serravalle outlet-ย่านบันไดสเปนกิน:เมนูสปาเก็ตตี้หมึกดำ-พิซซ่าอิตาเลียน ราคา96,800บาท",96800,Europe
ทัวร์ฝรั่งเศส สวิตเซอร์แลนด์ อิตาลี ยอดเขาชิลธอร์น ล่องเรือแม่น้ำแซน หอไอเฟล มหาวิหารมิลาน หมู่บ้านมูร์เร่น,https://www.mushroomtravel.com/tour/outbound/france/mush261338-france-8d5n-by-ek,"พิเศษ:ล่องเรือแม่น้ำแซน-ขึ้นกระเช้าสู่ยอดเขาชิลธอร์นเที่ยว:ปารีส-ขึ้นรถรางมงมาร์ต-วิหารซาเครเกอร์-ชองป์เอลิเซ่-ประตูชัย-หอไอเฟล-มหาวิหารนอเทรอดาม-พิพิธภัณฑ์ลูฟร์-พระราชวังฟงแตนโบล-ดิจอง-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ซุก-หอนาฬิกาเมืองซุก-ร้านช่างทองโบราณ-หมู่บ้านมูร์เร่น-อินเทอร์ลาเกน-มิลาน-มหาวิหารมิลานช้อป:ห้างแกลลอรี่ ลาฟาแยทท์-ห้างลาซามาริแตง-ร้านค้าปลอดภาษี-La Vallee Village Outlet-Serravalle Outlet-แกลเลอรี วิคเตอร์ เอ็มมานูเอลกิน:เมนูหอยเอสคาร์โก ราคา90,800บาท",90800,Europe
ทัวร์แกรนด์สเปน บินตรงมาดริด บาร์เซโลนา ซาราโกซ่า มหาวิหารซากราด้าแฟมิเลีย สะพานส่งน้ำโรมัน ชมโชว์ระบำฟลามิงโก้,https://www.mushroomtravel.com/tour/outbound/spain/mush260198-spain-8d5n-by-e9,"พิเศษ:การแสดงระบำฟลามิงโก้เที่ยว:มาดริด-ประตูอัลกาลา-น้ำพุไซเบเลส-พระราชวังหลวงแห่งกรุงมาดริด-มหาวิหารโตเลโด-จัตุรัสพลาซา มายอร์-อัลกาซาร์แห่งโทเลโด-วาเลนเซีย-บาร์เซโลนา-มหาวิหารซากราดา ฟามิเลีย-จัตุรัสปลาซา เด กาตาลุญญา-ประตูชัยบาร์เซโลนา-อนุสาวรีย์คริสโตเฟอร์ โคลัมบัส-ย่านเมืองเก่าโกธิก-ซาราโกซ่า-มหาวิหารแม่พระแห่งเสาหลัก-สะพานหิน-จัตุรัสปูเอร์ตา เดล โซล-เซโกเวีย-สะพานส่งน้ำโรมันช้อป:ถนนลารัมบลา-La Roca Village-Las Rozas Village Outlet#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา86,999บาท",86999,Europe
